,anio,region,prov,mes,f_BIODIESEL
8538,2020,1,15,4,0
8539,2020,1,4,4,0
8540,2020,7,13,4,0
8541,2020,3,9,4,0
8542,2020,1,4,4,0
8543,2020,1,15,4,0
8544,2020,5,17,4,1
8545,2020,7,1,4,0
8546,2020,7,1,4,0
8547,2020,8,3,4,0
8548,2020,1,15,4,0
8549,2020,7,13,4,0
8550,2020,3,14,4,0
8551,2020,3,14,4,0
8552,2020,3,14,4,0
8553,2020,3,14,4,0
8554,2020,3,14,4,0
8555,2020,3,14,4,0
8556,2020,0,0,4,0
8557,2020,0,0,4,0
8558,2020,1,15,4,0
8559,2020,1,4,5,0
8560,2020,5,0,5,1
8561,2020,5,0,5,1
8562,2020,8,3,5,0
8563,2020,8,3,5,0
8564,2020,8,3,5,0
8565,2020,3,14,5,0
8566,2020,7,8,5,0
8567,2020,7,8,5,0
8568,2020,7,8,5,0
8569,2020,5,17,5,0
8570,2020,0,0,5,0
8571,2020,0,7,5,0
8572,2020,8,16,5,0
8573,2020,8,16,5,0
8574,2020,1,4,5,0
8575,2020,1,4,5,0
8576,2020,1,4,5,0
8577,2020,1,4,5,0
8578,2020,3,9,5,0
8579,2020,7,19,5,0
8580,2020,7,13,5,0
8581,2020,1,4,5,0
8582,2020,1,15,5,0
8583,2020,3,9,5,0
8584,2020,1,4,5,0
8585,2020,1,4,5,0
8586,2020,2,12,5,0
8587,2020,7,8,5,0
8588,2020,3,14,5,0
8589,2020,8,3,5,0
8590,2020,2,12,5,0
8591,2020,7,19,5,0
8592,2020,3,9,5,0
8593,2020,0,0,5,0
8594,2020,1,15,5,0
8595,2020,1,15,5,0
8596,2020,1,15,5,0
8597,2020,3,14,5,0
8598,2020,8,3,5,0
8599,2020,8,3,5,0
8600,2020,3,14,5,0
8601,2020,4,0,5,1
8602,2020,4,0,5,1
8603,2020,0,0,5,0
8604,2020,0,0,5,0
8605,2020,0,0,5,0
8606,2020,7,19,5,0
8607,2020,3,9,5,0
8608,2020,7,1,5,0
8609,2020,1,4,5,0
8610,2020,8,3,5,0
8611,2020,1,4,5,0
8612,2020,0,0,5,0
8613,2020,0,0,5,0
8614,2020,0,0,5,0
8615,2020,3,14,5,0
8616,2020,3,14,5,0
8617,2020,3,14,5,0
8618,2020,3,14,5,0
8619,2020,7,19,5,0
8620,2020,1,15,5,0
8621,2020,7,18,5,0
8622,2020,1,4,5,0
8623,2020,0,0,5,0
8624,2020,0,0,5,0
8625,2020,3,9,5,1
8626,2020,3,9,5,1
8627,2020,3,9,5,0
8628,2020,7,19,5,0
8629,2020,7,8,5,0
8630,2020,3,14,5,0
8631,2020,7,6,5,0
8632,2020,1,4,5,0
8633,2020,8,3,5,0
8634,2020,8,3,5,0
8635,2020,7,18,5,0
8636,2020,3,9,5,0
8637,2020,3,9,5,0
8638,2020,1,4,5,0
8639,2020,8,3,5,0
8640,2020,1,4,5,0
8641,2020,0,0,5,0
8642,2020,0,0,5,0
8643,2020,0,0,5,0
8644,2020,3,9,5,0
8645,2020,7,8,5,0
8646,2020,4,0,5,1
8647,2020,4,0,5,1
8648,2020,1,4,5,0
8649,2020,0,0,5,0
8650,2020,3,9,5,0
8651,2020,0,0,5,0
8652,2020,6,10,5,0
8653,2020,8,3,5,0
8654,2020,8,3,5,0
8655,2020,1,4,5,0
8656,2020,4,0,5,1
8657,2020,4,0,5,1
8658,2020,2,12,5,0
8659,2020,2,12,5,0
8660,2020,1,4,5,0
8661,2020,7,19,5,0
8662,2020,6,10,5,0
8663,2020,7,19,5,0
8664,2020,3,14,5,0
8665,2020,8,3,5,0
8666,2020,8,3,5,0
8667,2020,8,3,5,0
8668,2020,1,4,5,0
8669,2020,2,12,5,0
8670,2020,7,18,5,0
8671,2020,2,12,5,0
8672,2020,7,6,5,0
8673,2020,3,14,5,0
8674,2020,3,9,5,0
8675,2020,2,12,5,0
8676,2020,3,14,5,1
8677,2020,3,14,5,1
8678,2020,3,14,5,1
8679,2020,7,1,5,0
8680,2020,5,17,5,0
8681,2020,3,14,5,0
8682,2020,0,0,5,0
8683,2020,3,14,5,0
8684,2020,3,14,5,0
8685,2020,4,0,5,0
8686,2020,3,9,5,0
8687,2020,4,0,5,0
8688,2020,5,0,5,1
8689,2020,5,17,5,0
8690,2020,1,15,5,0
8691,2020,1,4,5,0
8692,2020,7,13,5,0
8693,2020,3,9,5,0
8694,2020,1,4,5,0
8695,2020,1,15,5,0
8696,2020,5,17,5,1
8697,2020,7,1,5,0
8698,2020,7,1,5,0
8699,2020,8,3,5,0
8700,2020,1,15,5,0
8701,2020,7,13,5,0
8702,2020,3,14,5,0
8703,2020,3,14,5,0
8704,2020,3,14,5,0
8705,2020,3,14,5,0
8706,2020,3,14,5,0
8707,2020,3,14,5,0
8708,2020,0,0,5,0
8709,2020,0,0,5,0
8710,2020,1,4,5,0
8711,2020,1,15,5,0
8712,2020,1,4,6,0
8713,2020,8,3,6,0
8714,2020,8,3,6,0
8715,2020,8,3,6,0
8716,2020,3,14,6,0
8717,2020,7,8,6,0
8718,2020,7,8,6,0
8719,2020,7,8,6,0
8720,2020,5,17,6,0
8721,2020,0,0,6,0
8722,2020,0,7,6,0
8723,2020,8,16,6,0
8724,2020,8,16,6,0
8725,2020,1,4,6,0
8726,2020,1,4,6,0
8727,2020,1,4,6,0
8728,2020,1,4,6,0
8729,2020,7,19,6,0
8730,2020,7,13,6,0
8731,2020,1,4,6,0
8732,2020,1,15,6,0
8733,2020,3,9,6,0
8734,2020,1,4,6,0
8735,2020,1,4,6,0
8736,2020,2,12,6,0
8737,2020,7,8,6,0
8738,2020,3,14,6,0
8739,2020,8,3,6,0
8740,2020,2,12,6,0
8741,2020,7,19,6,0
8742,2020,3,9,6,0
8743,2020,0,0,6,0
8744,2020,1,15,6,0
8745,2020,1,15,6,0
8746,2020,1,15,6,0
8747,2020,3,14,6,0
8748,2020,8,3,6,0
8749,2020,8,3,6,0
8750,2020,3,14,6,0
8751,2020,0,0,6,0
8752,2020,0,0,6,0
8753,2020,0,0,6,0
8754,2020,7,19,6,0
8755,2020,3,9,6,0
8756,2020,7,1,6,0
8757,2020,1,4,6,0
8758,2020,8,3,6,0
8759,2020,1,4,6,0
8760,2020,0,0,6,0
8761,2020,0,0,6,0
8762,2020,0,0,6,0
8763,2020,3,14,6,0
8764,2020,3,14,6,0
8765,2020,3,14,6,0
8766,2020,3,14,6,0
8767,2020,7,19,6,0
8768,2020,1,15,6,0
8769,2020,7,18,6,0
8770,2020,1,4,6,0
8771,2020,0,0,6,0
8772,2020,0,0,6,0
8773,2020,3,9,6,0
8774,2020,7,19,6,0
8775,2020,7,8,6,0
8776,2020,3,14,6,0
8777,2020,7,6,6,0
8778,2020,1,4,6,0
8779,2020,8,3,6,0
8780,2020,8,3,6,0
8781,2020,7,18,6,0
8782,2020,3,9,6,0
8783,2020,3,9,6,0
8784,2020,1,4,6,0
8785,2020,8,3,6,0
8786,2020,1,4,6,0
8787,2020,0,0,6,0
8788,2020,0,0,6,0
8789,2020,2,11,6,0
8790,2020,0,0,6,0
8791,2020,3,9,6,0
8792,2020,7,8,6,0
8793,2020,1,4,6,0
8794,2020,0,0,6,0
8795,2020,3,9,6,0
8796,2020,0,0,6,0
8797,2020,6,10,6,0
8798,2020,8,3,6,0
8799,2020,8,3,6,0
8800,2020,1,4,6,0
8801,2020,2,12,6,0
8802,2020,2,12,6,0
8803,2020,1,4,6,0
8804,2020,7,19,6,0
8805,2020,6,10,6,0
8806,2020,7,19,6,0
8807,2020,3,14,6,0
8808,2020,8,3,6,0
8809,2020,8,3,6,0
8810,2020,8,3,6,0
8811,2020,1,4,6,0
8812,2020,2,12,6,0
8813,2020,7,18,6,0
8814,2020,2,12,6,0
8815,2020,7,6,6,0
8816,2020,3,9,6,0
8817,2020,2,12,6,0
8818,2020,7,1,6,0
8819,2020,0,0,6,0
8820,2020,3,14,6,0
8821,2020,3,14,6,0
8822,2020,4,0,6,0
8823,2020,3,9,6,0
8824,2020,4,0,6,0
8825,2020,5,17,6,0
8826,2020,1,15,6,0
8827,2020,1,4,6,0
8828,2020,7,13,6,0
8829,2020,3,14,6,0
8830,2020,3,9,6,0
8831,2020,1,4,6,0
8832,2020,1,15,6,0
8833,2020,7,1,6,0
8834,2020,7,1,6,0
8835,2020,8,3,6,0
8836,2020,1,15,6,0
8837,2020,7,13,6,0
8838,2020,3,14,6,0
8839,2020,3,14,6,0
8840,2020,3,14,6,0
8841,2020,3,14,6,0
8842,2020,3,14,6,0
8843,2020,3,14,6,0
8844,2020,0,0,6,0
8845,2020,0,0,6,0
8846,2020,1,4,6,0
8847,2020,1,15,6,0
8848,2020,3,14,6,0
8849,2020,5,0,6,1
8850,2020,5,0,6,1
8851,2020,4,0,6,1
8852,2020,4,0,6,1
8853,2020,3,9,6,1
8854,2020,3,9,6,1
8855,2020,4,0,6,1
8856,2020,4,0,6,1
8857,2020,4,0,6,1
8858,2020,4,0,6,1
8859,2020,3,14,6,1
8860,2020,3,14,6,1
8861,2020,3,14,6,1
8862,2020,5,0,6,1
8863,2020,5,17,6,1
8864,2020,3,14,6,0
8865,2020,5,17,6,0
8866,2020,3,9,6,0
8867,2020,3,9,7,0
8868,2020,5,17,7,0
8869,2020,1,4,7,0
8870,2020,8,3,7,0
8871,2020,8,3,7,0
8872,2020,8,3,7,0
8873,2020,3,14,7,0
8874,2020,7,8,7,0
8875,2020,7,8,7,0
8876,2020,7,8,7,0
8877,2020,5,17,7,0
8878,2020,0,0,7,0
8879,2020,0,7,7,0
8880,2020,8,16,7,0
8881,2020,8,16,7,0
8882,2020,1,4,7,0
8883,2020,1,4,7,0
8884,2020,1,4,7,0
8885,2020,1,4,7,0
8886,2020,7,19,7,0
8887,2020,7,13,7,0
8888,2020,1,4,7,0
8889,2020,1,15,7,0
8890,2020,3,9,7,0
8891,2020,1,4,7,0
8892,2020,1,4,7,0
8893,2020,2,12,7,0
8894,2020,1,4,7,0
8895,2020,7,8,7,0
8896,2020,3,14,7,0
8897,2020,8,3,7,0
8898,2020,2,12,7,0
8899,2020,7,19,7,0
8900,2020,3,9,7,0
8901,2020,0,0,7,0
8902,2020,1,15,7,0
8903,2020,1,15,7,0
8904,2020,1,15,7,0
8905,2020,3,14,7,0
8906,2020,8,3,7,0
8907,2020,8,3,7,0
8908,2020,3,14,7,0
8909,2020,0,0,7,0
8910,2020,0,0,7,0
8911,2020,0,0,7,0
8912,2020,7,19,7,0
8913,2020,3,9,7,0
8914,2020,7,1,7,0
8915,2020,1,4,7,0
8916,2020,8,3,7,0
8917,2020,1,4,7,0
8918,2020,0,0,7,0
8919,2020,0,0,7,0
8920,2020,0,0,7,0
8921,2020,3,14,7,0
8922,2020,3,14,7,0
8923,2020,3,14,7,0
8924,2020,7,19,7,0
8925,2020,1,15,7,0
8926,2020,7,18,7,0
8927,2020,0,0,7,0
8928,2020,0,0,7,0
8929,2020,3,9,7,0
8930,2020,7,19,7,0
8931,2020,7,8,7,0
8932,2020,3,14,7,0
8933,2020,7,6,7,0
8934,2020,1,4,7,0
8935,2020,8,3,7,0
8936,2020,8,3,7,0
8937,2020,7,18,7,0
8938,2020,3,9,7,0
8939,2020,3,9,7,0
8940,2020,1,4,7,0
8941,2020,8,3,7,0
8942,2020,1,4,7,0
8943,2020,0,0,7,0
8944,2020,0,0,7,0
8945,2020,2,11,7,0
8946,2020,0,0,7,0
8947,2020,3,9,7,0
8948,2020,7,8,7,0
8949,2020,1,4,7,0
8950,2020,0,0,7,0
8951,2020,3,9,7,0
8952,2020,0,0,7,0
8953,2020,6,10,7,0
8954,2020,8,3,7,0
8955,2020,8,3,7,0
8956,2020,1,4,7,0
8957,2020,2,12,7,0
8958,2020,2,12,7,0
8959,2020,1,4,7,0
8960,2020,7,19,7,0
8961,2020,6,10,7,0
8962,2020,7,19,7,0
8963,2020,3,14,7,0
8964,2020,8,3,7,0
8965,2020,8,3,7,0
8966,2020,8,3,7,0
8967,2020,1,4,7,0
8968,2020,2,12,7,0
8969,2020,7,18,7,0
8970,2020,2,12,7,0
8971,2020,7,6,7,0
8972,2020,3,14,7,0
8973,2020,3,9,7,0
8974,2020,2,12,7,0
8975,2020,7,1,7,0
8976,2020,3,14,7,0
8977,2020,0,0,7,0
8978,2020,3,14,7,0
8979,2020,3,14,7,0
8980,2020,4,0,7,0
8981,2020,3,9,7,0
8982,2020,4,0,7,0
8983,2020,5,17,7,0
8984,2020,1,15,7,0
8985,2020,1,4,7,0
8986,2020,7,13,7,0
8987,2020,3,14,7,0
8988,2020,3,9,7,0
8989,2020,1,4,7,0
8990,2020,1,15,7,0
8991,2020,7,1,7,0
8992,2020,7,1,7,0
8993,2020,8,3,7,0
8994,2020,1,15,7,0
8995,2020,7,13,7,0
8996,2020,3,14,7,0
8997,2020,3,14,7,0
8998,2020,3,14,7,0
8999,2020,3,14,7,0
9000,2020,3,14,7,0
9001,2020,3,14,7,0
9002,2020,0,0,7,0
9003,2020,0,0,7,0
9004,2020,1,4,7,0
9005,2020,1,15,7,0
9006,2020,5,0,7,1
9007,2020,5,0,7,1
9008,2020,4,0,7,1
9009,2020,4,0,7,1
9010,2020,3,9,7,1
9011,2020,3,9,7,1
9012,2020,4,0,7,1
9013,2020,4,0,7,1
9014,2020,4,0,7,1
9015,2020,4,0,7,1
9016,2020,3,14,7,1
9017,2020,3,14,7,1
9018,2020,3,14,7,1
9019,2020,5,0,7,1
9020,2020,5,17,7,1
9021,2020,6,5,7,0
9022,2020,6,5,7,0
9023,2020,3,14,7,0
9024,2020,3,14,8,0
9025,2020,1,4,8,0
9026,2020,8,3,8,0
9027,2020,8,3,8,0
9028,2020,8,3,8,0
9029,2020,3,14,8,0
9030,2020,7,8,8,0
9031,2020,7,8,8,0
9032,2020,7,8,8,0
9033,2020,5,17,8,0
9034,2020,0,0,8,0
9035,2020,0,7,8,0
9036,2020,8,16,8,0
9037,2020,8,16,8,0
9038,2020,1,4,8,0
9039,2020,1,4,8,0
9040,2020,1,4,8,0
9041,2020,1,4,8,0
9042,2020,7,19,8,0
9043,2020,7,13,8,0
9044,2020,1,15,8,0
9045,2020,3,9,8,0
9046,2020,1,4,8,0
9047,2020,1,4,8,0
9048,2020,2,12,8,0
9049,2020,7,8,8,0
9050,2020,3,14,8,0
9051,2020,8,3,8,0
9052,2020,2,12,8,0
9053,2020,7,19,8,0
9054,2020,3,9,8,0
9055,2020,0,0,8,0
9056,2020,1,15,8,0
9057,2020,1,15,8,0
9058,2020,1,15,8,0
9059,2020,3,14,8,0
9060,2020,8,3,8,0
9061,2020,8,3,8,0
9062,2020,3,14,8,0
9063,2020,0,0,8,0
9064,2020,0,0,8,0
9065,2020,0,0,8,0
9066,2020,7,19,8,0
9067,2020,3,9,8,0
9068,2020,7,1,8,0
9069,2020,1,4,8,0
9070,2020,8,3,8,0
9071,2020,6,5,8,0
9072,2020,1,4,8,0
9073,2020,0,0,8,0
9074,2020,0,0,8,0
9075,2020,0,0,8,0
9076,2020,3,14,8,0
9077,2020,3,14,8,0
9078,2020,3,14,8,0
9079,2020,7,19,8,0
9080,2020,1,15,8,0
9081,2020,7,18,8,0
9082,2020,1,4,8,0
9083,2020,0,0,8,0
9084,2020,0,0,8,0
9085,2020,3,9,8,0
9086,2020,7,19,8,0
9087,2020,7,8,8,0
9088,2020,3,14,8,0
9089,2020,7,6,8,0
9090,2020,1,4,8,0
9091,2020,8,3,8,0
9092,2020,8,3,8,0
9093,2020,7,18,8,0
9094,2020,3,9,8,0
9095,2020,3,9,8,0
9096,2020,1,4,8,0
9097,2020,8,3,8,0
9098,2020,1,4,8,0
9099,2020,0,0,8,0
9100,2020,0,0,8,0
9101,2020,2,11,8,0
9102,2020,0,0,8,0
9103,2020,3,9,8,0
9104,2020,7,8,8,0
9105,2020,1,4,8,0
9106,2020,0,0,8,0
9107,2020,0,0,8,0
9108,2020,3,9,8,0
9109,2020,0,0,8,0
9110,2020,6,10,8,0
9111,2020,8,3,8,0
9112,2020,8,3,8,0
9113,2020,1,4,8,0
9114,2020,2,12,8,0
9115,2020,2,12,8,0
9116,2020,1,4,8,0
9117,2020,7,19,8,0
9118,2020,6,10,8,0
9119,2020,7,19,8,0
9120,2020,3,14,8,0
9121,2020,8,3,8,0
9122,2020,8,3,8,0
9123,2020,8,3,8,0
9124,2020,1,4,8,0
9125,2020,2,12,8,0
9126,2020,7,18,8,0
9127,2020,2,12,8,0
9128,2020,7,6,8,0
9129,2020,3,14,8,0
9130,2020,3,9,8,0
9131,2020,2,12,8,0
9132,2020,7,1,8,0
9133,2020,3,14,8,0
9134,2020,0,0,8,0
9135,2020,3,14,8,0
9136,2020,3,14,8,0
9137,2020,4,0,8,0
9138,2020,3,9,8,0
9139,2020,4,0,8,0
9140,2020,5,17,8,0
9141,2020,1,15,8,0
9142,2020,1,4,8,0
9143,2020,7,13,8,0
9144,2020,3,14,8,0
9145,2020,3,9,8,0
9146,2020,1,4,8,0
9147,2020,1,15,8,0
9148,2020,7,1,8,0
9149,2020,7,1,8,0
9150,2020,1,15,8,0
9151,2020,7,13,8,0
9152,2020,3,14,8,0
9153,2020,3,14,8,0
9154,2020,3,14,8,0
9155,2020,3,14,8,0
9156,2020,3,14,8,0
9157,2020,3,14,8,0
9158,2020,0,0,8,0
9159,2020,0,0,8,0
9160,2020,1,4,8,0
9161,2020,1,15,8,0
9162,2020,5,0,8,1
9163,2020,5,0,8,1
9164,2020,4,0,8,1
9165,2020,4,0,8,1
9166,2020,3,9,8,1
9167,2020,3,9,8,1
9168,2020,4,0,8,1
9169,2020,4,0,8,1
9170,2020,4,0,8,1
9171,2020,4,0,8,1
9172,2020,3,14,8,1
9173,2020,3,14,8,1
9174,2020,3,14,8,1
9175,2020,5,0,8,1
9176,2020,5,17,8,1
9177,2020,5,17,8,0
9178,2020,3,9,8,0
9179,2020,1,4,8,0
9180,2020,8,3,8,0
9181,2020,6,5,8,0
9182,2020,1,4,9,0
9183,2020,8,3,9,0
9184,2020,8,3,9,0
9185,2020,8,3,9,0
9186,2020,3,14,9,0
9187,2020,7,8,9,0
9188,2020,7,8,9,0
9189,2020,7,8,9,0
9190,2020,5,17,9,0
9191,2020,0,0,9,0
9192,2020,0,7,9,0
9193,2020,8,16,9,0
9194,2020,8,16,9,0
9195,2020,1,4,9,0
9196,2020,1,4,9,0
9197,2020,1,4,9,0
9198,2020,1,4,9,0
9199,2020,7,19,9,0
9200,2020,7,13,9,0
9201,2020,1,4,9,0
9202,2020,1,15,9,0
9203,2020,3,9,9,0
9204,2020,1,4,9,0
9205,2020,7,6,9,0
9206,2020,7,6,9,0
9207,2020,7,6,9,0
9208,2020,1,4,9,0
9209,2020,2,12,9,0
9210,2020,7,8,9,0
9211,2020,3,14,9,0
9212,2020,8,3,9,0
9213,2020,2,12,9,0
9214,2020,7,19,9,0
9215,2020,3,9,9,0
9216,2020,0,0,9,0
9217,2020,1,15,9,0
9218,2020,1,15,9,0
9219,2020,1,15,9,0
9220,2020,3,14,9,0
9221,2020,8,3,9,0
9222,2020,8,3,9,0
9223,2020,3,14,9,0
9224,2020,0,0,9,0
9225,2020,0,0,9,0
9226,2020,0,0,9,0
9227,2020,7,19,9,0
9228,2020,3,9,9,0
9229,2020,7,1,9,0
9230,2020,1,4,9,0
9231,2020,0,0,9,0
9232,2020,8,3,9,0
9233,2020,6,5,9,0
9234,2020,1,4,9,0
9235,2020,0,0,9,0
9236,2020,0,0,9,0
9237,2020,0,0,9,0
9238,2020,3,14,9,0
9239,2020,3,14,9,0
9240,2020,3,14,9,0
9241,2020,3,14,9,0
9242,2020,7,19,9,0
9243,2020,1,15,9,0
9244,2020,7,18,9,0
9245,2020,1,4,9,0
9246,2020,0,0,9,0
9247,2020,0,0,9,0
9248,2020,3,9,9,0
9249,2020,7,19,9,0
9250,2020,7,8,9,0
9251,2020,3,14,9,0
9252,2020,7,6,9,0
9253,2020,1,4,9,0
9254,2020,8,3,9,0
9255,2020,8,3,9,0
9256,2020,7,18,9,0
9257,2020,3,9,9,0
9258,2020,3,9,9,0
9259,2020,1,4,9,0
9260,2020,8,3,9,0
9261,2020,1,4,9,0
9262,2020,0,0,9,0
9263,2020,0,0,9,0
9264,2020,0,0,9,0
9265,2020,2,11,9,0
9266,2020,0,0,9,0
9267,2020,3,9,9,0
9268,2020,7,8,9,0
9269,2020,1,4,9,0
9270,2020,0,0,9,0
9271,2020,0,0,9,0
9272,2020,3,9,9,0
9273,2020,0,0,9,0
9274,2020,6,10,9,0
9275,2020,8,3,9,0
9276,2020,8,3,9,0
9277,2020,1,4,9,0
9278,2020,2,12,9,0
9279,2020,2,12,9,0
9280,2020,1,4,9,0
9281,2020,7,19,9,0
9282,2020,6,10,9,0
9283,2020,7,19,9,0
9284,2020,3,14,9,0
9285,2020,8,3,9,0
9286,2020,8,3,9,0
9287,2020,8,3,9,0
9288,2020,1,4,9,0
9289,2020,2,12,9,0
9290,2020,7,18,9,0
9291,2020,2,12,9,0
9292,2020,7,6,9,0
9293,2020,3,14,9,0
9294,2020,3,9,9,0
9295,2020,2,12,9,0
9296,2020,7,1,9,0
9297,2020,3,14,9,0
9298,2020,0,0,9,0
9299,2020,3,14,9,0
9300,2020,3,14,9,0
9301,2020,4,0,9,0
9302,2020,3,9,9,0
9303,2020,4,0,9,0
9304,2020,5,17,9,0
9305,2020,1,15,9,0
9306,2020,1,4,9,0
9307,2020,7,13,9,0
9308,2020,3,14,9,0
9309,2020,3,9,9,0
9310,2020,0,0,9,0
9311,2020,1,4,9,0
9312,2020,1,15,9,0
9313,2020,7,1,9,0
9314,2020,7,1,9,0
9315,2020,8,3,9,0
9316,2020,1,15,9,0
9317,2020,7,13,9,0
9318,2020,3,14,9,0
9319,2020,3,14,9,0
9320,2020,3,14,9,0
9321,2020,3,14,9,0
9322,2020,3,14,9,0
9323,2020,3,14,9,0
9324,2020,0,0,9,0
9325,2020,0,0,9,0
9326,2020,1,4,9,0
9327,2020,5,17,9,0
9328,2020,1,15,9,0
9329,2020,5,0,9,1
9330,2020,5,0,9,1
9331,2020,4,0,9,1
9332,2020,4,0,9,1
9333,2020,3,9,9,1
9334,2020,3,9,9,1
9335,2020,4,0,9,1
9336,2020,4,0,9,1
9337,2020,4,0,9,1
9338,2020,4,0,9,1
9339,2020,3,14,9,1
9340,2020,3,14,9,1
9341,2020,3,14,9,1
9342,2020,5,0,9,1
9343,2020,5,17,9,1
9344,2020,5,17,9,0
9345,2020,6,5,9,0
9346,2020,3,9,9,0
9347,2020,1,4,10,0
9348,2020,8,3,10,0
9349,2020,8,3,10,0
9350,2020,8,3,10,0
9351,2020,3,14,10,0
9352,2020,7,8,10,0
9353,2020,7,8,10,0
9354,2020,7,8,10,0
9355,2020,5,17,10,0
9356,2020,0,0,10,0
9357,2020,0,7,10,0
9358,2020,8,16,10,0
9359,2020,8,16,10,0
9360,2020,1,4,10,0
9361,2020,1,4,10,0
9362,2020,1,4,10,0
9363,2020,1,4,10,0
9364,2020,7,19,10,0
9365,2020,7,13,10,0
9366,2020,1,15,10,0
9367,2020,3,9,10,0
9368,2020,1,4,10,0
9369,2020,7,6,10,0
9370,2020,7,6,10,0
9371,2020,7,6,10,0
9372,2020,1,4,10,0
9373,2020,2,12,10,0
9374,2020,7,8,10,0
9375,2020,3,14,10,0
9376,2020,8,3,10,0
9377,2020,8,3,10,0
9378,2020,2,12,10,0
9379,2020,3,9,10,0
9380,2020,0,0,10,0
9381,2020,1,15,10,0
9382,2020,1,15,10,0
9383,2020,1,15,10,0
9384,2020,3,14,10,0
9385,2020,8,3,10,0
9386,2020,8,3,10,0
9387,2020,3,14,10,0
9388,2020,0,0,10,0
9389,2020,0,0,10,0
9390,2020,0,0,10,0
9391,2020,7,19,10,0
9392,2020,3,9,10,0
9393,2020,7,1,10,0
9394,2020,1,4,10,0
9395,2020,0,0,10,0
9396,2020,8,3,10,0
9397,2020,6,5,10,0
9398,2020,1,4,10,0
9399,2020,0,0,10,0
9400,2020,0,0,10,0
9401,2020,0,0,10,0
9402,2020,3,9,10,0
9403,2020,3,9,10,0
9404,2020,3,9,10,0
9405,2020,3,14,10,0
9406,2020,3,14,10,0
9407,2020,3,14,10,0
9408,2020,3,14,10,0
9409,2020,7,19,10,0
9410,2020,1,15,10,0
9411,2020,7,18,10,0
9412,2020,1,4,10,0
9413,2020,0,0,10,0
9414,2020,0,0,10,0
9415,2020,3,9,10,0
9416,2020,7,19,10,0
9417,2020,7,8,10,0
9418,2020,3,14,10,0
9419,2020,7,6,10,0
9420,2020,1,4,10,0
9421,2020,8,3,10,0
9422,2020,8,3,10,0
9423,2020,7,18,10,0
9424,2020,3,9,10,0
9425,2020,3,9,10,0
9426,2020,1,4,10,0
9427,2020,8,3,10,0
9428,2020,1,4,10,0
9429,2020,0,0,10,0
9430,2020,0,0,10,0
9431,2020,0,0,10,0
9432,2020,2,11,10,0
9433,2020,0,0,10,0
9434,2020,3,9,10,0
9435,2020,7,8,10,0
9436,2020,1,4,10,0
9437,2020,0,0,10,0
9438,2020,0,0,10,0
9439,2020,3,9,10,0
9440,2020,0,0,10,0
9441,2020,6,10,10,0
9442,2020,8,3,10,0
9443,2020,8,3,10,0
9444,2020,1,4,10,0
9445,2020,2,12,10,0
9446,2020,2,12,10,0
9447,2020,1,4,10,0
9448,2020,7,19,10,0
9449,2020,6,10,10,0
9450,2020,7,19,10,0
9451,2020,3,14,10,0
9452,2020,8,3,10,0
9453,2020,8,3,10,0
9454,2020,8,3,10,0
9455,2020,1,4,10,0
9456,2020,2,12,10,0
9457,2020,7,18,10,0
9458,2020,2,12,10,0
9459,2020,7,6,10,0
9460,2020,3,9,10,0
9461,2020,2,12,10,0
9462,2020,7,1,10,0
9463,2020,0,0,10,0
9464,2020,3,14,10,0
9465,2020,3,14,10,0
9466,2020,4,0,10,0
9467,2020,3,9,10,0
9468,2020,4,0,10,0
9469,2020,5,17,10,0
9470,2020,1,15,10,0
9471,2020,1,4,10,0
9472,2020,7,13,10,0
9473,2020,3,14,10,0
9474,2020,3,9,10,0
9475,2020,0,0,10,0
9476,2020,1,4,10,0
9477,2020,1,15,10,0
9478,2020,7,1,10,0
9479,2020,7,1,10,0
9480,2020,8,3,10,0
9481,2020,1,15,10,0
9482,2020,7,13,10,0
9483,2020,3,14,10,0
9484,2020,3,14,10,0
9485,2020,3,14,10,0
9486,2020,3,14,10,0
9487,2020,3,14,10,0
9488,2020,3,14,10,0
9489,2020,0,0,10,0
9490,2020,0,0,10,0
9491,2020,1,4,10,0
9492,2020,0,0,10,0
9493,2020,5,17,10,0
9494,2020,1,15,10,0
9495,2020,5,0,10,1
9496,2020,5,0,10,1
9497,2020,4,0,10,1
9498,2020,4,0,10,1
9499,2020,3,9,10,1
9500,2020,3,9,10,1
9501,2020,4,0,10,1
9502,2020,4,0,10,1
9503,2020,4,0,10,1
9504,2020,4,0,10,1
9505,2020,3,14,10,1
9506,2020,3,14,10,1
9507,2020,3,14,10,1
9508,2020,5,0,10,1
9509,2020,5,17,10,1
9510,2020,5,17,10,0
9511,2020,6,5,10,0
9512,2020,3,9,10,0
9513,2020,7,19,10,0
9514,2020,1,4,10,0
9515,2020,3,9,10,0
9516,2020,3,9,10,0
9517,2020,3,9,10,0
9518,2020,3,9,10,0
9519,2020,3,14,10,0
9520,2020,3,14,10,0
9521,2020,1,4,11,0
9522,2020,8,3,11,0
9523,2020,8,3,11,0
9524,2020,8,3,11,0
9525,2020,3,14,11,0
9526,2020,7,8,11,0
9527,2020,7,8,11,0
9528,2020,7,8,11,0
9529,2020,5,17,11,0
9530,2020,0,0,11,0
9531,2020,0,7,11,0
9532,2020,8,16,11,0
9533,2020,8,16,11,0
9534,2020,1,4,11,0
9535,2020,1,4,11,0
